SECT,DIV,GROUP,CLASS,SECT_DESC,DIV_DESC,GROUP_DESC,CLASS_DESC,SIZE,GEOCODE,PROVINCE,MUNICIPIO,PROVINCE_DESC,MUNICIPIO_DESC,EMPRESAS
A,A01,A01011,A010110111,"Agricultura, ganadería, caza y silvicultura","Agricultura, ganadería, caza y actividades de servicios conexas",Cultivos en general; cultivo de productos de mercado; horticultura,Cultivo de cereales y otros cultivos n.c.p.,010 a 049,20090101000000000,1,101,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMAN,1
A,A01,A01011,A010110111,"Agricultura, ganadería, caza y silvicultura","Agricultura, ganadería, caza y actividades de servicios conexas",Cultivos en general; cultivo de productos de mercado; horticultura,Cultivo de cereales y otros cultivos n.c.p.,010 a 049,20090101000000000,1,101,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMAN,2
A,A01,A01011,A010110111,"Agricultura, ganadería, caza y silvicultura","Agricultura, ganadería, caza y actividades de servicios conexas",Cultivos en general; cultivo de productos de mercado; horticultura,Cultivo de cereales y otros cultivos n.c.p.,001 a 009,20090101000000000,1,101,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMAN,1
A,A01,A01011,A010110111,"Agricultura, ganadería, caza y silvicultura","Agricultura, ganadería, caza y actividades de servicios conexas",Cultivos en general; cultivo de productos de mercado; horticultura,Cultivo de cereales y otros cultivos n.c.p.,001 a 009,20090101000000000,1,101,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMAN,1
A,A01,A01011,A010110112,"Agricultura, ganadería, caza y silvicultura","Agricultura, ganadería, caza y actividades de servicios conexas",Cultivos en general; cultivo de productos de mercado; horticultura,"Cultivo de hortalizas y legumbres, especialidades hortícolas y productos de vivero",100 a 249,20090101000000000,1,101,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMAN,1
A,A01,A01011,A010110112,"Agricultura, ganadería, caza y silvicultura","Agricultura, ganadería, caza y actividades de servicios conexas",Cultivos en general; cultivo de productos de mercado; horticultura,"Cultivo de hortalizas y legumbres, especialidades hortícolas y productos de vivero",010 a 049,20090101000000000,1,101,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMAN,1
A,A01,A01011,A010110112,"Agricultura, ganadería, caza y silvicultura","Agricultura, ganadería, caza y actividades de servicios conexas",Cultivos en general; cultivo de productos de mercado; horticultura,"Cultivo de hortalizas y legumbres, especialidades hortícolas y productos de vivero",010 a 049,20090101000000000,1,101,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMAN,2
A,A01,A01011,A010110112,"Agricultura, ganadería, caza y silvicultura","Agricultura, ganadería, caza y actividades de servicios conexas",Cultivos en general; cultivo de productos de mercado; horticultura,"Cultivo de hortalizas y legumbres, especialidades hortícolas y productos de vivero",001 a 009,20090101000000000,1,101,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMAN,3
A,A01,A01011,A010110112,"Agricultura, ganadería, caza y silvicultura","Agricultura, ganadería, caza y actividades de servicios conexas",Cultivos en general; cultivo de productos de mercado; horticultura,"Cultivo de hortalizas y legumbres, especialidades hortícolas y productos de vivero",001 a 009,20090101000000000,1,101,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMAN,1
A,A01,A01011,A010110112,"Agricultura, ganadería, caza y silvicultura","Agricultura, ganadería, caza y actividades de servicios conexas",Cultivos en general; cultivo de productos de mercado; horticultura,"Cultivo de hortalizas y legumbres, especialidades hortícolas y productos de vivero",250 o más,20090101000000000,1,101,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMAN,1
A,A01,A01011,A010110112,"Agricultura, ganadería, caza y silvicultura","Agricultura, ganadería, caza y actividades de servicios conexas",Cultivos en general; cultivo de productos de mercado; horticultura,"Cultivo de hortalizas y legumbres, especialidades hortícolas y productos de vivero",100 a 249,20090101000000000,1,101,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMAN,1
A,A01,A01011,A010110112,"Agricultura, ganadería, caza y silvicultura","Agricultura, ganadería, caza y actividades de servicios conexas",Cultivos en general; cultivo de productos de mercado; horticultura,"Cultivo de hortalizas y legumbres, especialidades hortícolas y productos de vivero",050 a 099,20090101000000000,1,101,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMAN,1
A,A01,A01011,A010110112,"Agricultura, ganadería, caza y silvicultura","Agricultura, ganadería, caza y actividades de servicios conexas",Cultivos en general; cultivo de productos de mercado; horticultura,"Cultivo de hortalizas y legumbres, especialidades hortícolas y productos de vivero",010 a 049,20090101000000000,1,101,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMAN,1
A,A01,A01011,A010110112,"Agricultura, ganadería, caza y silvicultura","Agricultura, ganadería, caza y actividades de servicios conexas",Cultivos en general; cultivo de productos de mercado; horticultura,"Cultivo de hortalizas y legumbres, especialidades hortícolas y productos de vivero",010 a 049,20090101000000000,1,101,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMAN,1
A,A01,A01011,A010110112,"Agricultura, ganadería, caza y silvicultura","Agricultura, ganadería, caza y actividades de servicios conexas",Cultivos en general; cultivo de productos de mercado; horticultura,"Cultivo de hortalizas y legumbres, especialidades hortícolas y productos de vivero",010 a 049,20090101000000000,1,101,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMAN,2
A,A01,A01011,A010110112,"Agricultura, ganadería, caza y silvicultura","Agricultura, ganadería, caza y actividades de servicios conexas",Cultivos en general; cultivo de productos de mercado; horticultura,"Cultivo de hortalizas y legumbres, especialidades hortícolas y productos de vivero",010 a 049,20090101000000000,1,101,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMAN,1
A,A01,A01011,A010110112,"Agricultura, ganadería, caza y silvicultura","Agricultura, ganadería, caza y actividades de servicios conexas",Cultivos en general; cultivo de productos de mercado; horticultura,"Cultivo de hortalizas y legumbres, especialidades hortícolas y productos de vivero",001 a 009,20090101000000000,1,101,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMAN,2
A,A01,A01011,A010110112,"Agricultura, ganadería, caza y silvicultura","Agricultura, ganadería, caza y actividades de servicios conexas",Cultivos en general; cultivo de productos de mercado; horticultura,"Cultivo de hortalizas y legumbres, especialidades hortícolas y productos de vivero",001 a 009,20090101000000000,1,101,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMAN,2
A,A01,A01011,A010110112,"Agricultura, ganadería, caza y silvicultura","Agricultura, ganadería, caza y actividades de servicios conexas",Cultivos en general; cultivo de productos de mercado; horticultura,"Cultivo de hortalizas y legumbres, especialidades hortícolas y productos de vivero",001 a 009,20090101000000000,1,101,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMAN,1
A,A01,A01011,A010110113,"Agricultura, ganadería, caza y silvicultura","Agricultura, ganadería, caza y actividades de servicios conexas",Cultivos en general; cultivo de productos de mercado; horticultura,"Cultivo de frutas, nueces, plantas cuyas hojas o frutas se utilizan para preparar bebidas, y especias",250 o más,20090101000000000,1,101,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMAN,1
A,A01,A01011,A010110113,"Agricultura, ganadería, caza y silvicultura","Agricultura, ganadería, caza y actividades de servicios conexas",Cultivos en general; cultivo de productos de mercado; horticultura,"Cultivo de frutas, nueces, plantas cuyas hojas o frutas se utilizan para preparar bebidas, y especias",250 o más,20090101000000000,1,101,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMAN,1
A,A01,A01011,A010110113,"Agricultura, ganadería, caza y silvicultura","Agricultura, ganadería, caza y actividades de servicios conexas",Cultivos en general; cultivo de productos de mercado; horticultura,"Cultivo de frutas, nueces, plantas cuyas hojas o frutas se utilizan para preparar bebidas, y especias",001 a 009,20090101000000000,1,101,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMAN,1
A,A01,A01011,A010110113,"Agricultura, ganadería, caza y silvicultura","Agricultura, ganadería, caza y actividades de servicios conexas",Cultivos en general; cultivo de productos de mercado; horticultura,"Cultivo de frutas, nueces, plantas cuyas hojas o frutas se utilizan para preparar bebidas, y especias",001 a 009,20090101000000000,1,101,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMAN,1
A,A01,A01011,A010110113,"Agricultura, ganadería, caza y silvicultura","Agricultura, ganadería, caza y actividades de servicios conexas",Cultivos en general; cultivo de productos de mercado; horticultura,"Cultivo de frutas, nueces, plantas cuyas hojas o frutas se utilizan para preparar bebidas, y especias",001 a 009,20090101000000000,1,101,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMAN,1
A,A01,A01011,A010110113,"Agricultura, ganadería, caza y silvicultura","Agricultura, ganadería, caza y actividades de servicios conexas",Cultivos en general; cultivo de productos de mercado; horticultura,"Cultivo de frutas, nueces, plantas cuyas hojas o frutas se utilizan para preparar bebidas, y especias",001 a 009,20090101000000000,1,101,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMAN,1
A,A01,A01011,A010110113,"Agricultura, ganadería, caza y silvicultura","Agricultura, ganadería, caza y actividades de servicios conexas",Cultivos en general; cultivo de productos de mercado; horticultura,"Cultivo de frutas, nueces, plantas cuyas hojas o frutas se utilizan para preparar bebidas, y especias",100 a 249,20090101000000000,1,101,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMAN,1
A,A01,A01011,A010110113,"Agricultura, ganadería, caza y silvicultura","Agricultura, ganadería, caza y actividades de servicios conexas",Cultivos en general; cultivo de productos de mercado; horticultura,"Cultivo de frutas, nueces, plantas cuyas hojas o frutas se utilizan para preparar bebidas, y especias",010 a 049,20090101000000000,1,101,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMAN,1
A,A01,A01011,A010110113,"Agricultura, ganadería, caza y silvicultura","Agricultura, ganadería, caza y actividades de servicios conexas",Cultivos en general; cultivo de productos de mercado; horticultura,"Cultivo de frutas, nueces, plantas cuyas hojas o frutas se utilizan para preparar bebidas, y especias",010 a 049,20090101000000000,1,101,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMAN,1
A,A01,A01011,A010110113,"Agricultura, ganadería, caza y silvicultura","Agricultura, ganadería, caza y actividades de servicios conexas",Cultivos en general; cultivo de productos de mercado; horticultura,"Cultivo de frutas, nueces, plantas cuyas hojas o frutas se utilizan para preparar bebidas, y especias",010 a 049,20090101000000000,1,101,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMAN,1
A,A01,A01011,A010110113,"Agricultura, ganadería, caza y silvicultura","Agricultura, ganadería, caza y actividades de servicios conexas",Cultivos en general; cultivo de productos de mercado; horticultura,"Cultivo de frutas, nueces, plantas cuyas hojas o frutas se utilizan para preparar bebidas, y especias",010 a 049,20090101000000000,1,101,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMAN,1
A,A01,A01011,A010110113,"Agricultura, ganadería, caza y silvicultura","Agricultura, ganadería, caza y actividades de servicios conexas",Cultivos en general; cultivo de productos de mercado; horticultura,"Cultivo de frutas, nueces, plantas cuyas hojas o frutas se utilizan para preparar bebidas, y especias",010 a 049,20090101000000000,1,101,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMAN,1
A,A01,A01011,A010110113,"Agricultura, ganadería, caza y silvicultura","Agricultura, ganadería, caza y actividades de servicios conexas",Cultivos en general; cultivo de productos de mercado; horticultura,"Cultivo de frutas, nueces, plantas cuyas hojas o frutas se utilizan para preparar bebidas, y especias",001 a 009,20090101000000000,1,101,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMAN,1
A,A01,A01011,A010110113,"Agricultura, ganadería, caza y silvicultura","Agricultura, ganadería, caza y actividades de servicios conexas",Cultivos en general; cultivo de productos de mercado; horticultura,"Cultivo de frutas, nueces, plantas cuyas hojas o frutas se utilizan para preparar bebidas, y especias",001 a 009,20090101000000000,1,101,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMAN,3
A,A01,A01011,A010110113,"Agricultura, ganadería, caza y silvicultura","Agricultura, ganadería, caza y actividades de servicios conexas",Cultivos en general; cultivo de productos de mercado; horticultura,"Cultivo de frutas, nueces, plantas cuyas hojas o frutas se utilizan para preparar bebidas, y especias",001 a 009,20090101000000000,1,101,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMAN,1
A,A01,A01012,A010120121,"Agricultura, ganadería, caza y silvicultura","Agricultura, ganadería, caza y actividades de servicios conexas",Cría de animales,"Cría de ganado vacuno y de ovejas, cabras, caballos, asnos, mulas y burdéganos; cría de ganado lechero",100 a 249,20090101000000000,1,101,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMAN,1
A,A01,A01012,A010120121,"Agricultura, ganadería, caza y silvicultura","Agricultura, ganadería, caza y actividades de servicios conexas",Cría de animales,"Cría de ganado vacuno y de ovejas, cabras, caballos, asnos, mulas y burdéganos; cría de ganado lechero",001 a 009,20090101000000000,1,101,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMAN,2
A,A01,A01012,A010120121,"Agricultura, ganadería, caza y silvicultura","Agricultura, ganadería, caza y actividades de servicios conexas",Cría de animales,"Cría de ganado vacuno y de ovejas, cabras, caballos, asnos, mulas y burdéganos; cría de ganado lechero",001 a 009,20090101000000000,1,101,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMAN,1
A,A01,A01012,A010120121,"Agricultura, ganadería, caza y silvicultura","Agricultura, ganadería, caza y actividades de servicios conexas",Cría de animales,"Cría de ganado vacuno y de ovejas, cabras, caballos, asnos, mulas y burdéganos; cría de ganado lechero",100 a 249,20090101000000000,1,101,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMAN,1
A,A01,A01012,A010120121,"Agricultura, ganadería, caza y silvicultura","Agricultura, ganadería, caza y actividades de servicios conexas",Cría de animales,"Cría de ganado vacuno y de ovejas, cabras, caballos, asnos, mulas y burdéganos; cría de ganado lechero",001 a 009,20090101000000000,1,101,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMAN,1
A,A01,A01012,A010120121,"Agricultura, ganadería, caza y silvicultura","Agricultura, ganadería, caza y actividades de servicios conexas",Cría de animales,"Cría de ganado vacuno y de ovejas, cabras, caballos, asnos, mulas y burdéganos; cría de ganado lechero",001 a 009,20090101000000000,1,101,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMAN,2
A,A01,A01012,A010120122,"Agricultura, ganadería, caza y silvicultura","Agricultura, ganadería, caza y actividades de servicios conexas",Cría de animales,Cría de otros animales; elaboración de productos animales n.c.p.,250 o más,20090101000000000,1,101,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMAN,1
A,A01,A01012,A010120122,"Agricultura, ganadería, caza y silvicultura","Agricultura, ganadería, caza y actividades de servicios conexas",Cría de animales,Cría de otros animales; elaboración de productos animales n.c.p.,010 a 049,20090101000000000,1,101,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMAN,1
A,A01,A01012,A010120122,"Agricultura, ganadería, caza y silvicultura","Agricultura, ganadería, caza y actividades de servicios conexas",Cría de animales,Cría de otros animales; elaboración de productos animales n.c.p.,001 a 009,20090101000000000,1,101,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMAN,2
A,A01,A01012,A010120122,"Agricultura, ganadería, caza y silvicultura","Agricultura, ganadería, caza y actividades de servicios conexas",Cría de animales,Cría de otros animales; elaboración de productos animales n.c.p.,001 a 009,20090101000000000,1,101,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMAN,1
A,A01,A01012,A010120122,"Agricultura, ganadería, caza y silvicultura","Agricultura, ganadería, caza y actividades de servicios conexas",Cría de animales,Cría de otros animales; elaboración de productos animales n.c.p.,001 a 009,20090101000000000,1,101,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMAN,1
A,A01,A01012,A010120122,"Agricultura, ganadería, caza y silvicultura","Agricultura, ganadería, caza y actividades de servicios conexas",Cría de animales,Cría de otros animales; elaboración de productos animales n.c.p.,001 a 009,20090101000000000,1,101,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMAN,2
A,A01,A01012,A010120122,"Agricultura, ganadería, caza y silvicultura","Agricultura, ganadería, caza y actividades de servicios conexas",Cría de animales,Cría de otros animales; elaboración de productos animales n.c.p.,001 a 009,20090101000000000,1,101,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMAN,1
A,A01,A01012,A010120122,"Agricultura, ganadería, caza y silvicultura","Agricultura, ganadería, caza y actividades de servicios conexas",Cría de animales,Cría de otros animales; elaboración de productos animales n.c.p.,050 a 099,20090101000000000,1,101,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMAN,1
A,A01,A01012,A010120122,"Agricultura, ganadería, caza y silvicultura","Agricultura, ganadería, caza y actividades de servicios conexas",Cría de animales,Cría de otros animales; elaboración de productos animales n.c.p.,010 a 049,20090101000000000,1,101,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMAN,1
A,A01,A01012,A010120122,"Agricultura, ganadería, caza y silvicultura","Agricultura, ganadería, caza y actividades de servicios conexas",Cría de animales,Cría de otros animales; elaboración de productos animales n.c.p.,001 a 009,20090101000000000,1,101,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMAN,1
A,A01,A01012,A010120122,"Agricultura, ganadería, caza y silvicultura","Agricultura, ganadería, caza y actividades de servicios conexas",Cría de animales,Cría de otros animales; elaboración de productos animales n.c.p.,001 a 009,20090101000000000,1,101,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMAN,1
A,A01,A01013,A010130130,"Agricultura, ganadería, caza y silvicultura","Agricultura, ganadería, caza y actividades de servicios conexas",Cultivo de productos agrícolas en combinación con la cría de animales (explotación mixta),Cultivo de productos agrícolas en combinación con la cría de animales (explotación mixta),010 a 049,20090101000000000,1,101,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMAN,1
A,A01,A01014,A010140140,"Agricultura, ganadería, caza y silvicultura","Agricultura, ganadería, caza y actividades de servicios conexas","Actividades de servicios agrícolas y ganaderos, excepto las actividades veterinarias","Actividades de servicios agrícolas y ganaderos, excepto las actividades veterinarias",010 a 049,20090101000000000,1,101,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMAN,1
A,A01,A01014,A010140140,"Agricultura, ganadería, caza y silvicultura","Agricultura, ganadería, caza y actividades de servicios conexas","Actividades de servicios agrícolas y ganaderos, excepto las actividades veterinarias","Actividades de servicios agrícolas y ganaderos, excepto las actividades veterinarias",010 a 049,20090101000000000,1,101,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMAN,1
A,A01,A01014,A010140140,"Agricultura, ganadería, caza y silvicultura","Agricultura, ganadería, caza y actividades de servicios conexas","Actividades de servicios agrícolas y ganaderos, excepto las actividades veterinarias","Actividades de servicios agrícolas y ganaderos, excepto las actividades veterinarias",010 a 049,20090101000000000,1,101,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMAN,1
A,A01,A01014,A010140140,"Agricultura, ganadería, caza y silvicultura","Agricultura, ganadería, caza y actividades de servicios conexas","Actividades de servicios agrícolas y ganaderos, excepto las actividades veterinarias","Actividades de servicios agrícolas y ganaderos, excepto las actividades veterinarias",010 a 049,20090101000000000,1,101,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMAN,1
A,A01,A01014,A010140140,"Agricultura, ganadería, caza y silvicultura","Agricultura, ganadería, caza y actividades de servicios conexas","Actividades de servicios agrícolas y ganaderos, excepto las actividades veterinarias","Actividades de servicios agrícolas y ganaderos, excepto las actividades veterinarias",010 a 049,20090101000000000,1,101,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMAN,2
A,A01,A01014,A010140140,"Agricultura, ganadería, caza y silvicultura","Agricultura, ganadería, caza y actividades de servicios conexas","Actividades de servicios agrícolas y ganaderos, excepto las actividades veterinarias","Actividades de servicios agrícolas y ganaderos, excepto las actividades veterinarias",001 a 009,20090101000000000,1,101,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMAN,4
A,A01,A01014,A010140140,"Agricultura, ganadería, caza y silvicultura","Agricultura, ganadería, caza y actividades de servicios conexas","Actividades de servicios agrícolas y ganaderos, excepto las actividades veterinarias","Actividades de servicios agrícolas y ganaderos, excepto las actividades veterinarias",001 a 009,20090101000000000,1,101,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMAN,1
A,A01,A01014,A010140140,"Agricultura, ganadería, caza y silvicultura","Agricultura, ganadería, caza y actividades de servicios conexas","Actividades de servicios agrícolas y ganaderos, excepto las actividades veterinarias","Actividades de servicios agrícolas y ganaderos, excepto las actividades veterinarias",001 a 009,20090101000000000,1,101,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMAN,2
A,A01,A01014,A010140140,"Agricultura, ganadería, caza y silvicultura","Agricultura, ganadería, caza y actividades de servicios conexas","Actividades de servicios agrícolas y ganaderos, excepto las actividades veterinarias","Actividades de servicios agrícolas y ganaderos, excepto las actividades veterinarias",001 a 009,20090101000000000,1,101,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMAN,8
A,A01,A01014,A010140140,"Agricultura, ganadería, caza y silvicultura","Agricultura, ganadería, caza y actividades de servicios conexas","Actividades de servicios agrícolas y ganaderos, excepto las actividades veterinarias","Actividades de servicios agrícolas y ganaderos, excepto las actividades veterinarias",010 a 049,20090101000000000,1,101,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMAN,1
A,A01,A01014,A010140140,"Agricultura, ganadería, caza y silvicultura","Agricultura, ganadería, caza y actividades de servicios conexas","Actividades de servicios agrícolas y ganaderos, excepto las actividades veterinarias","Actividades de servicios agrícolas y ganaderos, excepto las actividades veterinarias",250 o más,20090101000000000,1,101,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMAN,1
A,A01,A01014,A010140140,"Agricultura, ganadería, caza y silvicultura","Agricultura, ganadería, caza y actividades de servicios conexas","Actividades de servicios agrícolas y ganaderos, excepto las actividades veterinarias","Actividades de servicios agrícolas y ganaderos, excepto las actividades veterinarias",100 a 249,20090101000000000,1,101,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMAN,1
A,A01,A01014,A010140140,"Agricultura, ganadería, caza y silvicultura","Agricultura, ganadería, caza y actividades de servicios conexas","Actividades de servicios agrícolas y ganaderos, excepto las actividades veterinarias","Actividades de servicios agrícolas y ganaderos, excepto las actividades veterinarias",010 a 049,20090101000000000,1,101,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMAN,1
A,A01,A01014,A010140140,"Agricultura, ganadería, caza y silvicultura","Agricultura, ganadería, caza y actividades de servicios conexas","Actividades de servicios agrícolas y ganaderos, excepto las actividades veterinarias","Actividades de servicios agrícolas y ganaderos, excepto las actividades veterinarias",010 a 049,20090101000000000,1,101,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMAN,1
A,A01,A01014,A010140140,"Agricultura, ganadería, caza y silvicultura","Agricultura, ganadería, caza y actividades de servicios conexas","Actividades de servicios agrícolas y ganaderos, excepto las actividades veterinarias","Actividades de servicios agrícolas y ganaderos, excepto las actividades veterinarias",010 a 049,20090101000000000,1,101,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMAN,1
A,A01,A01014,A010140140,"Agricultura, ganadería, caza y silvicultura","Agricultura, ganadería, caza y actividades de servicios conexas","Actividades de servicios agrícolas y ganaderos, excepto las actividades veterinarias","Actividades de servicios agrícolas y ganaderos, excepto las actividades veterinarias",001 a 009,20090101000000000,1,101,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMAN,1
